#layer 1	layer 2	layer 3	layer 4	layer 5	layer 6	layer 7	layer 8	BandID	phiID
4098	4098	4098	4098	4099	4081	4099	4081	17	7
4098	4098	4098	4098	4099	4099	4099	4099	17	4
4098	4098	4098	4116	4099	4099	4099	4099	17	3
4098	4098	4116	4116	4099	4099	4099	4099	17	1
4099	4099	4098	4098	4099	4081	4099	4081	17	7
4099	4099	4098	4098	4099	4099	4099	4099	17	4
4099	4099	4098	4116	4099	4099	4099	4099	17	3
4099	4099	4116	4116	4099	4099	4099	4099	17	1
4009	4009	4008	4008	4009	4009	4010	4010	18	61
4009	4009	4008	4026	4009	4009	4010	4010	18	59
4009	4009	4009	4009	4009	4009	4010	4010	18	61
4009	4009	4009	4027	4009	4009	4010	4010	18	59
4009	4009	4026	4026	4009	4009	4010	4010	18	58
4009	4009	4026	4026	4027	4009	4028	4010	18	55
4009	4009	4027	4027	4009	4009	4010	4010	18	58
4009	4009	4027	4027	4027	4009	4028	4010	18	55
4009	4027	4026	4026	4027	4009	4028	4010	18	54
4009	4027	4027	4027	4027	4009	4028	4010	18	54
4027	4027	4026	4026	4027	4009	4028	4010	18	52
4027	4027	4026	4026	4027	4027	4028	4028	18	49
4027	4027	4026	4044	4027	4027	4028	4028	18	48
4027	4027	4027	4027	4027	4009	4028	4010	18	52
4027	4027	4027	4027	4027	4027	4028	4028	18	49
4027	4027	4027	4045	4027	4027	4028	4028	18	48
4027	4027	4044	4044	4027	4027	4028	4028	18	46
4027	4027	4044	4044	4045	4027	4046	4028	18	44
4027	4027	4045	4045	4027	4027	4028	4028	18	46
4027	4027	4045	4045	4045	4027	4046	4028	18	44
4027	4045	4044	4044	4045	4027	4046	4028	18	42
4027	4045	4045	4045	4045	4027	4046	4028	18	42
4045	4045	4044	4044	4045	4027	4046	4028	18	41
4045	4045	4044	4044	4045	4045	4046	4046	18	38
4045	4045	4044	4062	4045	4045	4046	4046	18	37
4045	4045	4045	4045	4045	4027	4046	4028	18	41
4045	4045	4045	4045	4045	4045	4046	4046	18	38
4045	4045	4045	4063	4045	4045	4046	4046	18	37
4045	4045	4062	4062	4045	4045	4046	4046	18	35
4045	4045	4062	4062	4063	4045	4064	4046	18	33
4045	4045	4063	4063	4045	4045	4046	4046	18	35
4045	4045	4063	4063	4063	4045	4064	4046	18	33
4045	4063	4062	4062	4063	4045	4064	4046	18	31
4045	4063	4063	4063	4063	4045	4064	4046	18	31
4063	4063	4062	4062	4063	4045	4064	4046	18	29
4063	4063	4062	4062	4063	4063	4064	4064	18	27
4063	4063	4062	4080	4063	4063	4064	4064	18	25
4063	4063	4063	4063	4063	4045	4064	4046	18	29
4063	4063	4063	4063	4063	4063	4064	4064	18	27
4063	4063	4063	4081	4063	4063	4064	4064	18	25
4063	4063	4080	4080	4063	4063	4064	4064	18	24
4063	4063	4080	4080	4081	4063	4082	4064	18	21
4063	4063	4081	4081	4063	4063	4064	4064	18	24
4063	4063	4081	4081	4081	4063	4082	4064	18	21
4063	4081	4080	4080	4081	4063	4082	4064	18	20
4063	4081	4081	4081	4081	4063	4082	4064	18	20
4081	4081	4080	4080	4081	4063	4082	4064	18	18
4081	4081	4080	4080	4081	4081	4082	4082	18	16
4081	4081	4080	4098	4081	4081	4082	4082	18	14
4081	4081	4081	4081	4081	4063	4082	4064	18	18
4081	4081	4081	4081	4081	4081	4082	4082	18	16
4081	4081	4081	4099	4081	4081	4082	4082	18	14
4081	4081	4098	4098	4081	4081	4082	4082	18	13
4081	4081	4098	4098	4099	4081	4100	4082	18	10
4081	4081	4099	4099	4081	4081	4082	4082	18	13
4081	4081	4099	4099	4099	4081	4100	4082	18	10
4081	4099	4098	4098	4099	4081	4100	4082	18	8
4081	4099	4099	4099	4099	4081	4100	4082	18	8
4099	4099	4098	4098	4099	4081	4100	4082	18	7
4099	4099	4098	4098	4099	4099	4100	4100	18	4
4099	4099	4098	4116	4099	4099	4100	4100	18	3
4099	4099	4099	4099	4099	4081	4100	4082	18	7
4099	4099	4099	4099	4099	4099	4100	4100	18	4
4099	4099	4099	4117	4099	4099	4100	4100	18	3
4099	4099	4116	4116	4099	4099	4100	4100	18	1
4099	4099	4117	4117	4099	4099	4100	4100	18	1
4009	4009	4009	4009	4010	4010	4010	4010	19	61
4009	4009	4009	4027	4010	4010	4010	4010	19	59
4009	4009	4027	4027	4010	4010	4010	4010	19	58
4009	4009	4027	4027	4028	4010	4028	4010	19	55
4009	4027	4027	4027	4028	4010	4028	4010	19	54
4010	4010	4009	4009	4010	4010	4010	4010	19	61
4010	4010	4009	4027	4010	4010	4010	4010	19	59
4010	4010	4027	4027	4010	4010	4010	4010	19	58
4010	4010	4027	4027	4028	4010	4028	4010	19	55
4010	4028	4027	4027	4028	4010	4028	4010	19	54
4027	4027	4027	4027	4028	4010	4028	4010	19	52
4027	4027	4027	4027	4028	4028	4028	4028	19	49
4027	4027	4027	4045	4028	4028	4028	4028	19	48
4027	4027	4045	4045	4028	4028	4028	4028	19	46
4027	4027	4045	4045	4046	4028	4046	4028	19	44
4027	4045	4045	4045	4046	4028	4046	4028	19	42
4028	4028	4027	4027	4028	4010	4028	4010	19	52
4028	4028	4027	4027	4028	4028	4028	4028	19	49
4028	4028	4027	4045	4028	4028	4028	4028	19	48
4028	4028	4045	4045	4028	4028	4028	4028	19	46
4028	4028	4045	4045	4046	4028	4046	4028	19	44
4028	4046	4045	4045	4046	4028	4046	4028	19	42
4045	4045	4045	4045	4046	4028	4046	4028	19	41
4045	4045	4045	4045	4046	4046	4046	4046	19	38
4045	4045	4045	4063	4046	4046	4046	4046	19	37
4045	4045	4063	4063	4046	4046	4046	4046	19	35
4045	4045	4063	4063	4064	4046	4064	4046	19	33
4045	4063	4063	4063	4064	4046	4064	4046	19	31
4046	4046	4045	4045	4046	4028	4046	4028	19	41
4046	4046	4045	4045	4046	4046	4046	4046	19	38
4046	4046	4045	4063	4046	4046	4046	4046	19	37
4046	4046	4063	4063	4046	4046	4046	4046	19	35
4046	4046	4063	4063	4064	4046	4064	4046	19	33
4046	4064	4063	4063	4064	4046	4064	4046	19	31
4063	4063	4063	4063	4064	4046	4064	4046	19	29
4063	4063	4063	4063	4064	4064	4064	4064	19	27
4063	4063	4063	4081	4064	4064	4064	4064	19	25
4063	4063	4081	4081	4064	4064	4064	4064	19	24
4063	4063	4081	4081	4082	4064	4082	4064	19	21
4063	4081	4081	4081	4082	4064	4082	4064	19	20
4064	4064	4063	4063	4064	4046	4064	4046	19	29
4064	4064	4063	4063	4064	4064	4064	4064	19	27
4064	4064	4063	4081	4064	4064	4064	4064	19	25
4064	4064	4081	4081	4064	4064	4064	4064	19	24
4064	4064	4081	4081	4082	4064	4082	4064	19	21
4064	4082	4081	4081	4082	4064	4082	4064	19	20
4081	4081	4081	4081	4082	4064	4082	4064	19	18
4081	4081	4081	4081	4082	4082	4082	4082	19	16
4081	4081	4081	4099	4082	4082	4082	4082	19	14
4081	4081	4099	4099	4082	4082	4082	4082	19	13
4081	4081	4099	4099	4100	4082	4100	4082	19	10
4081	4099	4099	4099	4100	4082	4100	4082	19	8
4082	4082	4081	4081	4082	4064	4082	4064	19	18
4082	4082	4081	4081	4082	4082	4082	4082	19	16
4082	4082	4081	4099	4082	4082	4082	4082	19	14
4082	4082	4099	4099	4082	4082	4082	4082	19	13
4082	4082	4099	4099	4100	4082	4100	4082	19	10
4082	4100	4099	4099	4100	4082	4100	4082	19	9
4099	4099	4099	4099	4100	4082	4100	4082	19	7
4099	4099	4099	4099	4100	4100	4100	4100	19	4
4099	4099	4099	4117	4100	4100	4100	4100	19	3
4099	4099	4117	4117	4100	4100	4100	4100	19	1
4100	4100	4099	4099	4100	4082	4100	4082	19	7
4100	4100	4099	4099	4100	4100	4100	4100	19	4
4100	4100	4099	4117	4100	4100	4100	4100	19	3
4100	4100	4117	4117	4100	4100	4100	4100	19	1
4010	4010	4009	4009	4010	4010	4011	4011	20	61
4010	4010	4009	4027	4010	4010	4011	4011	20	59
4010	4010	4010	4010	4010	4010	4011	4011	20	61
4010	4010	4010	4028	4010	4010	4011	4011	20	59
4010	4010	4027	4027	4010	4010	4011	4011	20	58
4010	4010	4027	4027	4028	4010	4029	4011	20	55
4010	4010	4028	4028	4010	4010	4011	4011	20	58
4010	4010	4028	4028	4028	4010	4029	4011	20	55
4010	4028	4027	4027	4028	4010	4029	4011	20	54
4010	4028	4028	4028	4028	4010	4029	4011	20	53
4028	4028	4027	4027	4028	4010	4029	4011	20	52
4028	4028	4027	4027	4028	4028	4029	4029	20	49
4028	4028	4027	4045	4028	4028	4029	4029	20	48
4028	4028	4028	4028	4028	4010	4029	4011	20	52
4028	4028	4028	4028	4028	4028	4029	4029	20	49
4028	4028	4028	4046	4028	4028	4029	4029	20	48
4028	4028	4045	4045	4028	4028	4029	4029	20	46
4028	4028	4045	4045	4046	4028	4047	4029	20	44
4028	4028	4046	4046	4028	4028	4029	4029	20	46
4028	4028	4046	4046	4046	4028	4047	4029	20	44
4028	4046	4045	4045	4046	4028	4047	4029	20	42
4028	4046	4046	4046	4046	4028	4047	4029	20	42
4046	4046	4045	4045	4046	4028	4047	4029	20	41
4046	4046	4045	4045	4046	4046	4047	4047	20	38
4046	4046	4045	4063	4046	4046	4047	4047	20	37
4046	4046	4046	4046	4046	4028	4047	4029	20	41
4046	4046	4046	4046	4046	4046	4047	4047	20	38
4046	4046	4046	4064	4046	4046	4047	4047	20	37
4046	4046	4063	4063	4046	4046	4047	4047	20	35
4046	4046	4063	4063	4064	4046	4065	4047	20	33
4046	4046	4064	4064	4046	4046	4047	4047	20	35
4046	4046	4064	4064	4064	4046	4065	4047	20	33
4046	4064	4063	4063	4064	4046	4065	4047	20	31
4046	4064	4064	4064	4064	4046	4065	4047	20	31
4064	4064	4063	4063	4064	4046	4065	4047	20	29
4064	4064	4063	4063	4064	4064	4065	4065	20	27
4064	4064	4063	4081	4064	4064	4065	4065	20	25
4064	4064	4064	4064	4064	4046	4065	4047	20	29
4064	4064	4064	4064	4064	4064	4065	4065	20	27
4064	4064	4064	4082	4064	4064	4065	4065	20	25
4064	4064	4081	4081	4064	4064	4065	4065	20	24
4064	4064	4081	4081	4082	4064	4083	4065	20	21
4064	4064	4082	4082	4064	4064	4065	4065	20	24
4064	4064	4082	4082	4082	4064	4083	4065	20	21
4064	4082	4081	4081	4082	4064	4083	4065	20	20
4064	4082	4082	4082	4082	4064	4083	4065	20	20
4082	4082	4081	4081	4082	4064	4083	4065	20	18
4082	4082	4081	4081	4082	4082	4083	4083	20	16
4082	4082	4081	4099	4082	4082	4083	4083	20	14
4082	4082	4082	4082	4082	4064	4083	4065	20	18
4082	4082	4082	4082	4082	4082	4083	4083	20	16
4082	4082	4082	4100	4082	4082	4083	4083	20	14
4082	4082	4099	4099	4082	4082	4083	4083	20	13
4082	4082	4099	4099	4100	4082	4101	4083	20	10
4082	4082	4100	4100	4082	4082	4083	4083	20	13
4082	4082	4100	4100	4100	4082	4101	4083	20	10
4082	4100	4099	4099	4100	4082	4101	4083	20	9
4082	4100	4100	4100	4100	4082	4101	4083	20	9
4100	4100	4099	4099	4100	4082	4101	4083	20	7
4100	4100	4099	4099	4100	4100	4101	4101	20	4
4100	4100	4099	4117	4100	4100	4101	4101	20	3
4100	4100	4100	4100	4100	4082	4101	4083	20	7
4100	4100	4100	4100	4100	4100	4101	4101	20	4
4100	4100	4100	4118	4100	4100	4101	4101	20	3
4100	4100	4117	4117	4100	4100	4101	4101	20	1
4100	4100	4118	4118	4100	4100	4101	4101	20	1
4010	4010	4010	4010	4011	4011	4011	4011	21	61
4010	4010	4010	4028	4011	4011	4011	4011	21	59
4010	4010	4028	4028	4011	4011	4011	4011	21	58
4010	4010	4028	4028	4029	4011	4029	4011	21	55
4010	4028	4028	4028	4029	4011	4029	4011	21	54
4011	4011	4010	4010	4011	4011	4011	4011	21	61
4011	4011	4010	4028	4011	4011	4011	4011	21	59
4011	4011	4028	4028	4011	4011	4011	4011	21	58
4011	4011	4028	4028	4029	4011	4029	4011	21	55
4011	4029	4028	4028	4029	4011	4029	4011	21	54
4028	4028	4028	4028	4029	4011	4029	4011	21	52
4028	4028	4028	4028	4029	4029	4029	4029	21	49
4028	4028	4028	4046	4029	4029	4029	4029	21	48
4028	4028	4046	4046	4029	4029	4029	4029	21	46
4028	4028	4046	4046	4047	4029	4047	4029	21	44
4028	4046	4046	4046	4047	4029	4047	4029	21	42
4029	4029	4028	4028	4029	4011	4029	4011	21	52
4029	4029	4028	4028	4029	4029	4029	4029	21	49
4029	4029	4028	4046	4029	4029	4029	4029	21	48
4029	4029	4046	4046	4029	4029	4029	4029	21	46
4029	4029	4046	4046	4047	4029	4047	4029	21	44
4029	4047	4046	4046	4047	4029	4047	4029	21	42
4046	4046	4046	4046	4047	4029	4047	4029	21	41
4046	4046	4046	4046	4047	4047	4047	4047	21	38
4046	4046	4046	4064	4047	4047	4047	4047	21	37
4046	4046	4064	4064	4047	4047	4047	4047	21	35
4046	4046	4064	4064	4065	4047	4065	4047	21	33
4046	4064	4064	4064	4065	4047	4065	4047	21	31
4047	4047	4046	4046	4047	4029	4047	4029	21	41
4047	4047	4046	4046	4047	4047	4047	4047	21	38
4047	4047	4046	4064	4047	4047	4047	4047	21	37
4047	4047	4064	4064	4047	4047	4047	4047	21	35
4047	4047	4064	4064	4065	4047	4065	4047	21	33
4047	4065	4064	4064	4065	4047	4065	4047	21	31
4064	4064	4064	4064	4065	4047	4065	4047	21	29
4064	4064	4064	4064	4065	4065	4065	4065	21	27
4064	4064	4064	4082	4065	4065	4065	4065	21	25
4064	4064	4082	4082	4065	4065	4065	4065	21	24
4064	4064	4082	4082	4083	4065	4083	4065	21	21
4064	4082	4082	4082	4083	4065	4083	4065	21	20
4065	4065	4064	4064	4065	4047	4065	4047	21	29
4065	4065	4064	4064	4065	4065	4065	4065	21	27
4065	4065	4064	4082	4065	4065	4065	4065	21	25
4065	4065	4082	4082	4065	4065	4065	4065	21	24
4065	4065	4082	4082	4083	4065	4083	4065	21	21
4065	4083	4082	4082	4083	4065	4083	4065	21	20
4082	4082	4082	4082	4083	4065	4083	4065	21	18
4082	4082	4082	4082	4083	4083	4083	4083	21	16
4082	4082	4082	4100	4083	4083	4083	4083	21	14
4082	4082	4100	4100	4083	4083	4083	4083	21	13
4082	4082	4100	4100	4101	4083	4101	4083	21	10
4082	4100	4100	4100	4101	4083	4101	4083	21	9
4083	4083	4082	4082	4083	4065	4083	4065	21	18
4083	4083	4082	4082	4083	4083	4083	4083	21	16
4083	4083	4082	4100	4083	4083	4083	4083	21	14
4083	4083	4100	4100	4083	4083	4083	4083	21	13
4083	4083	4100	4100	4101	4083	4101	4083	21	10
4083	4101	4100	4100	4101	4083	4101	4083	21	8
4100	4100	4100	4100	4101	4083	4101	4083	21	7
4100	4100	4100	4100	4101	4101	4101	4101	21	4
4100	4100	4100	4118	4101	4101	4101	4101	21	3
4100	4100	4118	4118	4101	4101	4101	4101	21	1
4101	4101	4100	4100	4101	4083	4101	4083	21	7
4101	4101	4100	4100	4101	4101	4101	4101	21	4
4101	4101	4100	4118	4101	4101	4101	4101	21	3
4101	4101	4118	4118	4101	4101	4101	4101	21	1
4011	4011	4010	4010	4011	4011	4012	4012	22	61
4011	4011	4010	4028	4011	4011	4012	4012	22	59
4011	4011	4011	4011	4011	4011	4012	4012	22	61
4011	4011	4011	4029	4011	4011	4012	4012	22	59
4011	4011	4028	4028	4011	4011	4012	4012	22	58
4011	4011	4028	4028	4029	4011	4030	4012	22	55
4011	4011	4029	4029	4011	4011	4012	4012	22	58
4011	4011	4029	4029	4029	4011	4030	4012	22	55
4011	4029	4028	4028	4029	4011	4030	4012	22	54
4011	4029	4029	4029	4029	4011	4030	4012	22	54
4029	4029	4028	4028	4029	4011	4030	4012	22	52
4029	4029	4028	4028	4029	4029	4030	4030	22	49
4029	4029	4028	4046	4029	4029	4030	4030	22	48
4029	4029	4029	4029	4029	4011	4030	4012	22	52
4029	4029	4029	4029	4029	4029	4030	4030	22	49
4029	4029	4029	4047	4029	4029	4030	4030	22	48
4029	4029	4046	4046	4029	4029	4030	4030	22	46
4029	4029	4046	4046	4047	4029	4048	4030	22	44
4029	4029	4047	4047	4029	4029	4030	4030	22	46
4029	4029	4047	4047	4047	4029	4048	4030	22	44
4029	4047	4046	4046	4047	4029	4048	4030	22	42
4029	4047	4047	4047	4047	4029	4048	4030	22	42
4047	4047	4046	4046	4047	4029	4048	4030	22	41
4047	4047	4046	4046	4047	4047	4048	4048	22	38
4047	4047	4046	4064	4047	4047	4048	4048	22	37
4047	4047	4047	4047	4047	4029	4048	4030	22	41
4047	4047	4047	4047	4047	4047	4048	4048	22	38
4047	4047	4047	4065	4047	4047	4048	4048	22	37
4047	4047	4064	4064	4047	4047	4048	4048	22	35
4047	4047	4064	4064	4065	4047	4066	4048	22	33
4047	4047	4065	4065	4047	4047	4048	4048	22	35
4047	4047	4065	4065	4065	4047	4066	4048	22	33
4047	4065	4064	4064	4065	4047	4066	4048	22	31
4047	4065	4065	4065	4065	4047	4066	4048	22	31
4065	4065	4064	4064	4065	4047	4066	4048	22	29
4065	4065	4064	4064	4065	4065	4066	4066	22	27
4065	4065	4064	4082	4065	4065	4066	4066	22	25
4065	4065	4065	4065	4065	4047	4066	4048	22	29
4065	4065	4065	4065	4065	4065	4066	4066	22	27
4065	4065	4065	4083	4065	4065	4066	4066	22	25
4065	4065	4082	4082	4065	4065	4066	4066	22	24
4065	4065	4082	4082	4083	4065	4084	4066	22	21
4065	4065	4083	4083	4065	4065	4066	4066	22	24
4065	4065	4083	4083	4083	4065	4084	4066	22	21
4065	4083	4082	4082	4083	4065	4084	4066	22	20
4065	4083	4083	4083	4083	4065	4084	4066	22	20
4083	4083	4082	4082	4083	4065	4084	4066	22	18
4083	4083	4082	4082	4083	4083	4084	4084	22	16
4083	4083	4082	4100	4083	4083	4084	4084	22	14
4083	4083	4083	4083	4083	4065	4084	4066	22	18
4083	4083	4083	4083	4083	4083	4084	4084	22	16
4083	4083	4083	4101	4083	4083	4084	4084	22	14
4083	4083	4100	4100	4083	4083	4084	4084	22	13
4083	4083	4100	4100	4101	4083	4102	4084	22	10
4083	4083	4101	4101	4083	4083	4084	4084	22	13
4083	4083	4101	4101	4101	4083	4102	4084	22	10
4083	4101	4100	4100	4101	4083	4102	4084	22	8
4083	4101	4101	4101	4101	4083	4102	4084	22	8
4101	4101	4100	4100	4101	4083	4102	4084	22	7
4101	4101	4100	4100	4101	4101	4102	4102	22	4
4101	4101	4100	4118	4101	4101	4102	4102	22	3
4101	4101	4101	4101	4101	4083	4102	4084	22	7
4101	4101	4101	4101	4101	4101	4102	4102	22	4
4101	4101	4101	4119	4101	4101	4102	4102	22	3
4101	4101	4118	4118	4101	4101	4102	4102	22	1
4101	4101	4119	4119	4101	4101	4102	4102	22	1
4011	4011	4011	4011	4012	4012	4012	4012	23	61
4011	4011	4011	4029	4012	4012	4012	4012	23	59
4011	4011	4029	4029	4012	4012	4012	4012	23	58
4011	4011	4029	4029	4030	4012	4030	4012	23	55
4011	4029	4029	4029	4030	4012	4030	4012	23	54
4012	4012	4011	4011	4012	4012	4012	4012	23	61
4012	4012	4011	4029	4012	4012	4012	4012	23	59
4012	4012	4029	4029	4012	4012	4012	4012	23	58
4012	4012	4029	4029	4030	4012	4030	4012	23	55
4012	4030	4029	4029	4030	4012	4030	4012	23	54
4029	4029	4029	4029	4030	4012	4030	4012	23	52
4029	4029	4029	4029	4030	4030	4030	4030	23	49
4029	4029	4029	4047	4030	4030	4030	4030	23	48
4029	4029	4047	4047	4030	4030	4030	4030	23	46
4029	4029	4047	4047	4048	4030	4048	4030	23	44
4029	4047	4047	4047	4048	4030	4048	4030	23	42
4030	4030	4029	4029	4030	4012	4030	4012	23	52
4030	4030	4029	4029	4030	4030	4030	4030	23	49
4030	4030	4029	4047	4030	4030	4030	4030	23	48
4030	4030	4047	4047	4030	4030	4030	4030	23	46
4030	4030	4047	4047	4048	4030	4048	4030	23	44
4030	4048	4047	4047	4048	4030	4048	4030	23	42
4047	4047	4047	4047	4048	4030	4048	4030	23	41
4047	4047	4047	4047	4048	4048	4048	4048	23	38
4047	4047	4047	4065	4048	4048	4048	4048	23	37
4047	4047	4065	4065	4048	4048	4048	4048	23	35
4047	4047	4065	4065	4066	4048	4066	4048	23	33
4047	4065	4065	4065	4066	4048	4066	4048	23	31
4048	4048	4047	4047	4048	4030	4048	4030	23	41
4048	4048	4047	4047	4048	4048	4048	4048	23	38
4048	4048	4047	4065	4048	4048	4048	4048	23	37
4048	4048	4065	4065	4048	4048	4048	4048	23	35
4048	4048	4065	4065	4066	4048	4066	4048	23	33
4048	4066	4065	4065	4066	4048	4066	4048	23	31
4065	4065	4065	4065	4066	4048	4066	4048	23	29
4065	4065	4065	4065	4066	4066	4066	4066	23	27
4065	4065	4065	4083	4066	4066	4066	4066	23	25
4065	4065	4083	4083	4066	4066	4066	4066	23	24
4065	4065	4083	4083	4084	4066	4084	4066	23	21
4065	4083	4083	4083	4084	4066	4084	4066	23	20
4066	4066	4065	4065	4066	4048	4066	4048	23	29
4066	4066	4065	4065	4066	4066	4066	4066	23	27
4066	4066	4065	4083	4066	4066	4066	4066	23	25
4066	4066	4083	4083	4066	4066	4066	4066	23	24
4066	4066	4083	4083	4084	4066	4084	4066	23	21
4066	4084	4083	4083	4084	4066	4084	4066	23	20
4083	4083	4083	4083	4084	4066	4084	4066	23	18
4083	4083	4083	4083	4084	4084	4084	4084	23	16
4083	4083	4083	4101	4084	4084	4084	4084	23	14
4083	4083	4101	4101	4084	4084	4084	4084	23	13
4083	4083	4101	4101	4102	4084	4102	4084	23	10
4083	4101	4101	4101	4102	4084	4102	4084	23	8
4084	4084	4083	4083	4084	4066	4084	4066	23	18
4084	4084	4083	4083	4084	4084	4084	4084	23	16
4084	4084	4083	4101	4084	4084	4084	4084	23	14
4084	4084	4101	4101	4084	4084	4084	4084	23	13
4084	4084	4101	4101	4102	4084	4102	4084	23	10
4084	4102	4101	4101	4102	4084	4102	4084	23	8
4101	4101	4101	4101	4102	4084	4102	4084	23	7
4101	4101	4101	4101	4102	4102	4102	4102	23	4
4101	4101	4101	4119	4102	4102	4102	4102	23	3
4101	4101	4119	4119	4102	4102	4102	4102	23	1
4102	4102	4101	4101	4102	4084	4102	4084	23	7
4102	4102	4101	4101	4102	4102	4102	4102	23	4
4102	4102	4101	4119	4102	4102	4102	4102	23	3
4102	4102	4119	4119	4102	4102	4102	4102	23	1
4012	4012	4011	4011	4012	4012	4013	4013	24	61
4012	4012	4011	4029	4012	4012	4013	4013	24	59
4012	4012	4012	4012	4012	4012	4013	4013	24	61
4012	4012	4012	4030	4012	4012	4013	4013	24	59
4012	4012	4029	4029	4012	4012	4013	4013	24	58
4012	4012	4029	4029	4030	4012	4031	4013	24	55
4012	4012	4030	4030	4012	4012	4013	4013	24	58
4012	4012	4030	4030	4030	4012	4031	4013	24	55
4012	4030	4029	4029	4030	4012	4031	4013	24	54
4012	4030	4030	4030	4030	4012	4031	4013	24	54
4030	4030	4029	4029	4030	4012	4031	4013	24	52
4030	4030	4029	4029	4030	4030	4031	4031	24	49
4030	4030	4029	4047	4030	4030	4031	4031	24	48
4030	4030	4030	4030	4030	4012	4031	4013	24	52
4030	4030	4030	4030	4030	4030	4031	4031	24	49
4030	4030	4030	4048	4030	4030	4031	4031	24	48
4030	4030	4047	4047	4030	4030	4031	4031	24	46
4030	4030	4047	4047	4048	4030	4049	4031	24	44
4030	4030	4048	4048	4030	4030	4031	4031	24	46
4030	4030	4048	4048	4048	4030	4049	4031	24	44
4030	4048	4047	4047	4048	4030	4049	4031	24	42
4030	4048	4048	4048	4048	4030	4049	4031	24	42
4048	4048	4047	4047	4048	4030	4049	4031	24	41
4048	4048	4047	4047	4048	4048	4049	4049	24	38
4048	4048	4047	4065	4048	4048	4049	4049	24	37
4048	4048	4048	4048	4048	4030	4049	4031	24	41
4048	4048	4048	4048	4048	4048	4049	4049	24	38
4048	4048	4048	4066	4048	4048	4049	4049	24	37
4048	4048	4065	4065	4048	4048	4049	4049	24	35
4048	4048	4065	4065	4066	4048	4067	4049	24	33
4048	4048	4066	4066	4048	4048	4049	4049	24	35
4048	4048	4066	4066	4066	4048	4067	4049	24	33
4048	4066	4065	4065	4066	4048	4067	4049	24	31
4048	4066	4066	4066	4066	4048	4067	4049	24	31
4066	4066	4065	4065	4066	4048	4067	4049	24	29
4066	4066	4065	4065	4066	4066	4067	4067	24	27
4066	4066	4065	4083	4066	4066	4067	4067	24	25
4066	4066	4066	4066	4066	4048	4067	4049	24	29
4066	4066	4066	4066	4066	4066	4067	4067	24	27
4066	4066	4066	4084	4066	4066	4067	4067	24	25
4066	4066	4083	4083	4066	4066	4067	4067	24	24
4066	4066	4083	4083	4084	4066	4085	4067	24	21
4066	4066	4084	4084	4066	4066	4067	4067	24	24
4066	4066	4084	4084	4084	4066	4085	4067	24	21
4066	4084	4083	4083	4084	4066	4085	4067	24	20
4066	4084	4084	4084	4084	4066	4085	4067	24	20
4084	4084	4083	4083	4084	4066	4085	4067	24	18
4084	4084	4083	4083	4084	4084	4085	4085	24	16
4084	4084	4083	4101	4084	4084	4085	4085	24	14
4084	4084	4084	4084	4084	4066	4085	4067	24	18
4084	4084	4084	4084	4084	4084	4085	4085	24	16
4084	4084	4084	4102	4084	4084	4085	4085	24	14
4084	4084	4101	4101	4084	4084	4085	4085	24	13
4084	4084	4101	4101	4102	4084	4103	4085	24	10
4084	4084	4102	4102	4084	4084	4085	4085	24	13
4084	4084	4102	4102	4102	4084	4103	4085	24	10
4084	4102	4101	4101	4102	4084	4103	4085	24	9
4084	4102	4102	4102	4102	4084	4103	4085	24	9
4102	4102	4101	4101	4102	4084	4103	4085	24	7
4102	4102	4101	4101	4102	4102	4103	4103	24	4
4102	4102	4101	4119	4102	4102	4103	4103	24	3
4102	4102	4102	4102	4102	4084	4103	4085	24	7
4102	4102	4102	4102	4102	4102	4103	4103	24	4
4102	4102	4102	4120	4102	4102	4103	4103	24	3
4102	4102	4119	4119	4102	4102	4103	4103	24	1
4102	4102	4120	4120	4102	4102	4103	4103	24	1
4012	4012	4012	4012	4013	4013	4013	4013	25	61
4012	4012	4012	4030	4013	4013	4013	4013	25	59
4012	4012	4030	4030	4013	4013	4013	4013	25	58
4012	4012	4030	4030	4031	4013	4031	4013	25	55
4012	4030	4030	4030	4031	4013	4031	4013	25	53
4013	4013	4012	4012	4013	4013	4013	4013	25	61
4013	4013	4012	4030	4013	4013	4013	4013	25	59
4013	4013	4030	4030	4013	4013	4013	4013	25	58
4013	4013	4030	4030	4031	4013	4031	4013	25	55
4013	4031	4030	4030	4031	4013	4031	4013	25	54
4030	4030	4030	4030	4031	4013	4031	4013	25	52
4030	4030	4030	4030	4031	4031	4031	4031	25	49
4030	4030	4030	4048	4031	4031	4031	4031	25	48
4030	4030	4048	4048	4031	4031	4031	4031	25	46
4030	4030	4048	4048	4049	4031	4049	4031	25	44
4030	4048	4048	4048	4049	4031	4049	4031	25	42
4031	4031	4030	4030	4031	4013	4031	4013	25	52
4031	4031	4030	4030	4031	4031	4031	4031	25	49
4031	4031	4030	4048	4031	4031	4031	4031	25	48
4031	4031	4048	4048	4031	4031	4031	4031	25	46
4031	4031	4048	4048	4049	4031	4049	4031	25	44
4031	4049	4048	4048	4049	4031	4049	4031	25	42
4048	4048	4048	4048	4049	4031	4049	4031	25	41
4048	4048	4048	4048	4049	4049	4049	4049	25	38
4048	4048	4048	4066	4049	4049	4049	4049	25	37
4048	4048	4066	4066	4049	4049	4049	4049	25	35
4048	4048	4066	4066	4067	4049	4067	4049	25	33
4048	4066	4066	4066	4067	4049	4067	4049	25	31
